CustomerID,Name,Gender,Age,Address,Email,Annual Income (k$),Spending Score (1-100)
344,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
345,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
346,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
347,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
348,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
349,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
350,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
351,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
352,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
353,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
354,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
355,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
356,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
357,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
358,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
359,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
360,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
361,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
362,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
363,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
364,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
365,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
366,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
367,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
368,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
369,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
370,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
371,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
372,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
373,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
374,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
375,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
376,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
377,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
378,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
379,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
380,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
381,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
382,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
383,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
384,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
385,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
386,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
387,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
388,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
389,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
390,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
391,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
392,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
393,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
394,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
395,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
396,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
397,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
398,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
399,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
400,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
401,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
402,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
403,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
404,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
405,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
406,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
407,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
408,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
409,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
410,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
411,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
412,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
413,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
414,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
415,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
416,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
417,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
418,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
419,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
420,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
421,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
422,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
423,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
424,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
425,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
426,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
427,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
428,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
429,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
430,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
431,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
432,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
433,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
434,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
435,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
436,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
437,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
438,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
439,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
440,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
441,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
442,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
443,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
444,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
445,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
446,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
447,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
448,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
449,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
450,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
451,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
452,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
453,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
454,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
455,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
456,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
457,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
458,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
459,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
460,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
461,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
462,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
463,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
464,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
465,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
466,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
467,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
468,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
469,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
470,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
471,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
472,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
473,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
474,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
475,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
476,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
477,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
478,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
479,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
480,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
481,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
482,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
483,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
484,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
485,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
486,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
487,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
488,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
489,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
490,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
491,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
492,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
493,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
494,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
495,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
496,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
497,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
498,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
499,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
500,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
501,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
502,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
503,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
504,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
505,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
506,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
507,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
508,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
509,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
510,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
511,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
512,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
513,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
514,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
515,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
516,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
517,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
518,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
519,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
520,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
521,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
522,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
523,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
524,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
525,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
526,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
527,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
528,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
529,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
530,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
531,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
532,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
533,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
534,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
535,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
536,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
537,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
538,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
539,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
540,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
541,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
542,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
543,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
544,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
545,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
546,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
547,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
548,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
549,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
550,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
551,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
552,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
553,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
554,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
555,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
556,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
557,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
558,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
559,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
560,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
561,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
562,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
563,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
564,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
565,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
566,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
567,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
568,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
569,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
570,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
571,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
572,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
573,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
574,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
575,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
576,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
577,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
578,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
579,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
580,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
581,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
582,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
583,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
584,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
585,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
586,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
587,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
588,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
589,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
590,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
591,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
592,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
593,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
594,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
595,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
596,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
597,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
598,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
599,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
600,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
601,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
602,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
603,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
604,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
605,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
606,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
607,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
608,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
609,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
610,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
611,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
612,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
613,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
614,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
615,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
616,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
617,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
618,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
619,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
620,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
621,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
622,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
623,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
624,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
625,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
626,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
627,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
628,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
629,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
630,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
631,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
632,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
633,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
634,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
635,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
636,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
637,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
638,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
639,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
640,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
641,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
642,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
643,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
644,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
645,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
646,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
647,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
648,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
649,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
650,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
651,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
652,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
653,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
654,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
655,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
656,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
657,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
658,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
659,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
660,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
661,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
662,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
663,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
664,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
665,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
666,Tran Van Khanh,Male,27,Thanh Hoa,khanhtran@email.com,95,13
667,Pham Thi Thu Hang,Female,37,Ho Chi Minh City,hangpham@email.com,25,83
668,Nguyen Van Phuc,Male,60,Hai Phong,phucnguyen@email.com,30,17
669,Le Thi Thu Trang,Female,52,Da Nang,trangle@email.com,35,92
670,Nguyen Van Hieu,Male,23,Can Tho,hieuvo@email.com,40,59
671,Tran Van Anh,Female,59,Ho Chi Minh City,anhtran@email.com,45,21
672,Pham Thi Lan,Female,21,Hai Phong,lanpham@email.com,50,66
673,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
674,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
675,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
676,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
677,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
678,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
679,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
680,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
681,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
682,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
683,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77
684,Tran Thi Ngoc Mai,Female,19,Quang Nam,ngocmaitran@email.com,80,2
685,Le Van Khoa,Male,51,Ho Chi Minh City,khoale@email.com,85,89
686,Nguyen Thi Thuy Duong,Female,35,Hai Phong,thuyduongnguyen@email.com,90,47
